code,label
"func1 ( Pixel * var1 , png_const_voidp var2 ) 
{ 
var3 var4 = func2 ( var3 , var2 ) ; 
var1 -> var5 = var1 -> var6 = var1 -> var7 = var4 [ number ] ; 
var1 -> var8 = var4 [ number ] ; 
} 
",0
"func1 ( png_store * var1 , png_const_structp var2 , png_const_charp var3 , 
int var4 ) 
{ 
if ( var4 ? ( var1 -> var5 ) += number : 
( var1 -> var6 ) += number && var1 -> var5 == number ) 
func2 ( var1 , var2 , var1 -> var7 , sizeof var1 -> var7 , number , var3 ) ; 
if ( var1 -> var8 ) 
func3 ( var1 , var2 , var4 ? str : str , var3 ) ; 
} 
",0
"func1 ( image_transform * var1 , 
PNG_CONST image_transform ** var2 , png_byte var3 , png_byte var4 ) 
{ 
UNUSED ( var4 ) 
var1 -> var5 = * var2 ; 
* var2 = var1 ; 
return var3 == var6 ; 
} 
",0
"func1 ( png_structp var1 , png_uint_32 var2 , int var3 ) 
{ 
if ( var1 == var4 || var2 > var5 ) 
return ; 
if ( var6 != var3 ) 
{ 
fprintf ( var7 , str , var3 ) ; 
var6 = var3 ; 
var8 = number ; 
} 
var8 -- ; 
if ( var8 == number ) 
{ 
fprintf ( var7 , str ) ; 
var8 = number ; 
} 
fprintf ( var7 , str ) ; 
} 
",0
"func1 ( png_structp var1 , png_bytep var2 , png_uint_32 var3 , int var4 ) 
{ 
png_const_structp var5 = var1 ; 
PNG_CONST standard_display * var6 = voidcast ( standard_display * , 
png_get_progressive_ptr ( var5 ) ) ; 
if ( var2 != var7 ) 
{ 
png_bytep var8 ; 
if ( var6 -> var9 && var6 -> var10 == var11 ) 
{ 
if ( var3 != func2 ( var5 ) ) 
func3 ( var5 , str ) ; 
if ( var4 != func4 ( var5 ) ) 
func3 ( var5 , str ) ; 
var3 = func5 ( var3 , var4 ) ; 
} 
if ( var3 >= var6 -> var12 ) 
func3 ( var5 , str ) ; 
var8 = func6 ( var6 -> var13 , var5 , number , var3 ) ; 
if ( var6 -> var9 ) 
{ 
if ( var6 -> var10 == var11 ) 
func7 ( var8 , var2 , var6 -> var14 , var6 -> var15 , var4 ) ; 
else 
func8 ( var8 , var2 , var6 -> var14 * var6 -> var15 ) ; 
} 
else 
func9 ( var5 , var8 , var2 ) ; 
} 
else if ( var6 -> var10 == var11 && 
func10 ( var3 , var4 ) && 
func11 ( var6 -> var15 , var4 ) > number ) 
func3 ( var5 , str ) ; 
} 
",0
"func1 ( image_pixel * var1 , png_const_bytep var2 , png_byte var3 , 
png_byte var4 , png_uint_32 var5 , store_palette var6 ) 
{ 
PNG_CONST png_byte var7 = ( png_byte ) ( var3 == 
var8 ? number : var4 ) ; 
PNG_CONST unsigned int var9 = ( number << var7 ) - number ; 
var1 -> var10 = var1 -> var11 = var1 -> var12 = var1 -> var13 = 
func2 ( var2 , var3 , var4 , var5 , number ) ; 
var1 -> var14 = var9 ; 
var1 -> var15 = var1 -> var16 = var1 -> var17 = var1 -> var18 = 
var7 ; 
if ( var3 == number ) 
{ 
if ( var6 != number ) 
{ 
PNG_CONST unsigned int var19 = var1 -> var10 ; 
var1 -> var11 = var6 [ var19 ] . var11 ; 
var1 -> var12 = var6 [ var19 ] . var12 ; 
var1 -> var13 = var6 [ var19 ] . var13 ; 
var1 -> var14 = var6 [ var19 ] . var14 ; 
} 
} 
else 
{ 
unsigned int var19 = number ; 
if ( var3 & number ) 
{ 
var1 -> var12 = func2 ( var2 , var3 , var4 , var5 , number ) ; 
var1 -> var13 = func2 ( var2 , var3 , var4 , var5 , number ) ; 
var19 = number ; 
} 
if ( var3 & number ) 
var1 -> var14 = func2 ( var2 , var3 , var4 , var5 , ++ var19 ) ; 
} 
func3 ( var1 , var9 ) ; 
var1 -> var3 = var3 ; 
var1 -> var4 = var4 ; 
var1 -> var7 = var7 ; 
var1 -> var20 = number ; 
} 
",0
"int func1 ( int var1 , const char ** var2 ) 
{ 
int var3 = number ; 
if ( var1 == number ) 
{ 
png_image var4 ; 
memset ( & var4 , number , sizeof var4 ) ; 
var4 . var5 = var6 ; 
if ( func2 ( & var4 , var2 [ number ] ) ) 
{ 
png_bytep var7 ; 
var4 . var8 = var9 ; 
var7 = malloc ( func3 ( var4 ) ) ; 
if ( var7 != var10 ) 
{ 
if ( func4 ( & var4 , var10 var7 , 
number var10 ) 
{ 
if ( func5 ( & var4 , var2 [ number ] , 
number var7 , number 
var10 ) 
var3 = number ; 
else 
fprintf ( var11 , str , var2 [ number ] , 
var4 . var12 ) ; 
free ( var7 ) ; 
} 
else 
{ 
fprintf ( var11 , str , var2 [ number ] , 
var4 . var12 ) ; 
func6 ( & var4 ) ; 
} 
} 
else 
fprintf ( var11 , str , 
( unsigned long ) func3 ( var4 ) ) ; 
} 
else 
fprintf ( var11 , str , var2 [ number ] , var4 . var12 ) ; 
} 
else 
fprintf ( var11 , str ) ; 
return var3 ; 
} 
",0
"func1 ( uarb var1 , int var2 , uarb var3 , int var4 , png_uint_32 var5 ) 
{ 
if ( var4 > 0 && var5 > 0 ) 
{ 
var2 = uarb_mult_digit ( var1 , var2 , var3 , var4 , 
( png_uint_16 ) ( var5 & 0xffff ) ) ; 
assert ( var2 > 0 ) ; 
var5 >>= 16 ; 
if ( var5 > 0 ) 
var2 = uarb_mult_digit ( var1 + 1 , var2 - 1 , var3 , var4 , 
( png_uint_16 ) var5 ) + 1 ; 
} 
",0
"func1 ( PNG_CONST image_transform * var1 , 
image_pixel * var2 , png_const_structp var3 , 
PNG_CONST transform_display * var4 ) 
{ 
if ( var2 -> var5 && var2 -> var6 != var7 ) 
func2 ( var2 , & var4 -> var1 ) ; 
if ( var2 -> var8 < number ) 
{ 
if ( var2 -> var8 <= number ) 
{ 
var2 -> var9 = var10 . var9 ; 
var2 -> var11 = var10 . var11 ; 
var2 -> var12 = var10 . var12 ; 
var2 -> var13 = var10 . var13 ; 
var2 -> var14 = var10 . var14 ; 
var2 -> var15 = var10 . var15 ; 
var2 -> var16 = var10 . var16 ; 
var2 -> var17 = var10 . var17 ; 
var2 -> var18 = var10 . var18 ; 
} 
else 
{ 
double var19 = number - var2 -> var8 ; 
var2 -> var9 = var2 -> var9 * var2 -> var8 + var10 . var9 * var19 ; 
var2 -> var13 = var2 -> var13 * var2 -> var8 + var10 . var13 * var19 + 
var20 ; 
var2 -> var11 = var2 -> var11 * var2 -> var8 + var10 . var11 * var19 ; 
var2 -> var14 = var2 -> var14 * var2 -> var8 + var10 . var14 * var19 + 
var20 ; 
var2 -> var12 = var2 -> var12 * var2 -> var8 + var10 . var12 * var19 ; 
var2 -> var15 = var2 -> var15 * var2 -> var8 + var10 . var15 * var19 + 
var20 ; 
} 
var2 -> var8 = number ; 
var2 -> var21 = number ; 
if ( var2 -> var6 == var22 ) 
var2 -> var6 = var23 ; 
else if ( var2 -> var6 == var24 ) 
var2 -> var6 = var25 ; 
} 
var1 -> var26 -> func3 ( var1 -> var26 , var2 , var3 , var4 ) ; 
} 
",0
"func1 ( Pixel * var1 , const Pixel * var2 , const Background * var3 ) 
{ 
( void ) var3 ; 
var1 -> var4 = var1 -> var5 = var1 -> var6 = func2 ( func3 ( var2 -> var4 , var2 -> var5 , var2 -> var6 ) ) ; 
var1 -> var7 = var2 -> var7 ; 
} 
",0
"func1 ( display * var1 ) 
{ 
func2 ( & var1 -> var2 , & var1 -> var3 , & var1 -> var4 ) ; 
if ( var1 -> var2 != var5 || var1 -> var3 != var5 || var1 -> var4 != var5 ) 
{ 
fprintf ( var6 , str , var1 -> var7 , 
var1 -> var8 ) ; 
exit ( number ) ; 
} 
} 
",0
"func1 ( PNG_CONST png_modifier * var1 ) 
{ 
return number + 
var1 -> var2 + 
var1 -> var3 + 
( ( var1 -> var4 == number || var1 -> var5 ) ? 
var1 -> var3 : number ) ; 
} 
",0
"func1 ( png_structp var1 , png_bytep var2 , png_size_t var3 ) 
{ 
func2 ( func3 ( var1 ) , func4 ( var1 ) , var2 , var3 ) ; 
} 
",0
"func1 ( png_uint_32 var1 , int var2 ) 
{ 
return var3 [ ( var1 ^ var2 ) & number ] ^ ( var1 >> number ) ; 
} 
",0
"func1 ( png_const_charp var2 , 
void ( * var3 ) ( png_structp , png_infop , int , png_charpp ) , 
int var4 , png_charpp var5 ) 
{ 
int var6 ; 
var1 * var7 ; 
var7 = malloc ( func2 ( var1 , var8 ) + 
var4 * sizeof ( png_charp ) ) ; 
if ( var7 == var9 ) 
{ 
fprintf ( var10 , str , 
var2 , var4 ) ; 
exit ( number ) ; 
} 
var7 -> var11 = var9 ; 
var7 -> var3 = var3 ; 
var7 -> var4 = var4 ; 
for ( var6 = number ; var6 < var4 ; ++ var6 ) 
var7 -> var8 [ var6 ] = var5 [ var6 ] ; 
return var7 ; 
} 
",0
"func1 ( struct var1 * var1 , fpos_t * var2 ) 
{ 
if ( fgetpos ( var1 -> var1 , var2 ) ) 
{ 
perror ( var1 -> var3 ) ; 
func2 ( var1 , var4 , str ) ; 
} 
} 
",0
"func1 ( PNG_CONST char * var1 ) 
{ 
static int var2 = number ; 
int var3 = number ; 
image_transform * var4 = var5 ; 
while ( var4 != & var6 ) 
{ 
if ( strcmp ( var4 -> var1 , var1 ) == number ) 
{ 
var4 -> var7 = number ; 
var3 = number ; 
} 
else if ( ! var2 ) 
var4 -> var7 = number ; 
var4 = var4 -> var4 ; 
} 
var2 = number ; 
if ( ! var3 ) 
{ 
fprintf ( var8 , str , 
var1 ) ; 
exit ( number ) ; 
} 
} 
",0
"func1 ( int var1 ) 
{ 
int var2 , var3 , var4 = ( - number ) , var5 = number ; 
++ var1 ; 
for ( var2 = number ; var2 < number ; ++ var2 ) for ( var3 = number ; var3 < number ; ++ var3 ) if ( var6 [ var3 ] [ var2 ] == var1 ) 
{ 
if ( var4 == ( - number ) ) 
var4 = var2 ; 
else if ( var4 == var2 ) 
{ } 
else if ( var5 == var2 - var4 ) 
var4 = var2 ; 
else if ( var5 == number ) 
var5 = var2 - var4 , var4 = var2 ; 
else if ( var5 != var2 - var4 ) 
return number ; 
} 
if ( var4 == ( - number ) ) return number ; 
switch ( var5 ) 
{ 
case number : return number ; 
case number : return number ; 
case 4 : return number ; 
case number : return number ; 
var7 : break ; 
} 
return ( var5 << number ) + number ; 
} 
",0
"func1 ( PNG_CONST image_transform * var1 , 
transform_display * var2 ) 
{ 
png_modifier * var3 = var2 -> var3 ; 
PNG_CONST color_encoding * var4 = var3 -> var5 ; 
UNUSED ( var1 ) 
var3 -> var6 = number ; 
if ( var4 != number ) 
{ 
PNG_CONST double var7 = var4 -> var8 . var9 + var4 -> var10 . var9 + var4 -> var11 . var9 ; 
var12 . var13 = var4 -> var8 . var9 ; 
var12 . var14 = var4 -> var10 . var9 ; 
var12 . var15 = var4 -> var11 . var9 ; 
if ( var7 != number ) 
{ 
var12 . var13 /= var7 ; 
var12 . var14 /= var7 ; 
var12 . var15 /= var7 ; 
} 
} 
else 
{ 
var12 . var13 = number / number ; 
var12 . var14 = number / number ; 
var12 . var15 = number / number ; 
} 
var12 . var16 = var3 -> var17 ; 
if ( var12 . var16 == number ) 
var12 . var16 = number ; 
if ( var3 -> var18 ) 
{ 
var12 . var19 = ! var12 . var19 ; 
var3 -> var20 = var12 . var19 != number ; 
} 
else 
var12 . var19 = func2 ( ) ; 
if ( var12 . var19 ) 
{ 
png_uint_32 var21 ; 
double var22 ; 
func3 ( var21 ) ; 
var12 . var14 = var22 = ( var21 & number ) / number ; 
var21 >>= number ; 
var12 . var13 = ( number - var22 ) * ( var21 & number ) / number ; 
var22 += var12 . var13 ; 
var12 . var15 = number - var22 ; 
var12 . var23 = var12 . var13 ; 
var12 . var24 = var12 . var14 ; 
var12 . var23 = func4 ( var12 . var13 ) ; 
var12 . var24 = func4 ( var12 . var14 ) ; 
var3 -> var25 = number ; 
} 
else 
{ 
var12 . var23 = - number ; 
var12 . var24 = - number ; 
} 
if ( var12 . var16 != number ) 
{ 
if ( var2 -> var1 . bit_depth == number || var3 -> assume_16_bit_calculations ) 
{ 
var2 -> var3 -> limit += 
pow ( ( var2 -> var1 . bit_depth == number ? 
8 . : 6 . + ( number << ( 15 - PNG_MAX_GAMMA_8 ) ) ) / 65535 , var12 . var16 ) ; 
pow ( ( var2 -> var1 . bit_depth == number ? 
8 . : 8 . + ( number << ( 15 - PNG_MAX_GAMMA_8 ) ) ) / 65535 , var12 . var16 ) ; 
} 
else 
{ 
var2 -> var3 -> limit += 
pow ( number . number / 255 , var12 . var16 ) ; 
pow ( number . number / 255 , var12 . var16 ) ; 
} 
} 
else 
{ 
if ( var2 -> var1 . bit_depth != number && ! var3 -> assume_16_bit_calculations ) 
var2 -> var3 -> limit += 4E - 3 ; 
} 
} 
",0
"static size_t func1 ( char * var1 , size_t var2 , size_t var3 , int var4 ) 
{ 
char var5 [ var5 ] ; 
sprintf ( var5 , str , var4 ) ; 
return func2 ( var1 , var2 , var3 , var5 ) ; 
} 
",0
"func1 ( png_uint_32 var1 , int var2 ) 
{ 
switch ( var2 ) 
{ 
case 0 : return var1 * number ; 
case number : return var1 * number ; 
case number : return var1 * number + number ; 
case 3 : return var1 * number ; 
case number : return var1 * number + number ; 
case 5 : return var1 * number ; 
case 6 : return var1 * number + number ; 
var3 : break ; 
} 
return number ; 
} 
",0
"int func1 ( int var2 , char ** var3 ) 
{ 
char var4 [ number ] ; 
char * var5 , * var6 = var7 ; 
int var8 , var9 , var10 ; 
int var11 = number ; 
int var12 = var1 ; 
int var13 = var1 ; 
int var14 = var1 ; 
long var15 = - number ; 
double var16 ; 
double var17 = number ; 
double var18 ; 
XEvent var19 ; 
KeySym var20 ; 
var21 = ( char * ) var7 ; 
var22 = ( char * ) var7 ; 
memset ( & var23 , number , sizeof ( mainprog_info ) ) ; 
var16 = number / number ; 
var16 = number / number . number ; 
var24 = fopen ( str , str ) ; 
if ( var24 ) { 
double sgi_gamma ; 
fgets ( var4 , number , var24 ) ; 
fclose ( var24 ) ; 
sgi_gamma = atof ( var4 ) ; 
if ( sgi_gamma > number ) 
var16 = number / sgi_gamma ; 
} 
var16 = number . number / number . 61 ; 
var16 = number ; 
var18 = var16 * var17 ; 
if ( ( var5 = getenv ( str ) ) != var7 ) 
var23 . var26 = atof ( var5 ) ; 
else 
var23 . var26 = var18 ; 
while ( * ++ var3 && ! var11 ) { 
if ( ! strncmp ( * var3 , str , number ) ) { 
if ( ! * ++ var3 ) 
++ var11 ; 
else 
var21 = * var3 ; 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
if ( ! * ++ var3 ) 
++ var11 ; 
else { 
var23 . var26 = atof ( * var3 ) ; 
if ( var23 . var26 <= number ) 
++ var11 ; 
} 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
if ( ! * ++ var3 ) 
++ var11 ; 
else { 
var6 = * var3 ; 
if ( strlen ( var6 ) != number || var6 [ number ] != str ) 
++ var11 ; 
else { 
var13 = var28 ; 
var29 = var1 ; 
} 
} 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
if ( ! * ++ var3 ) 
++ var11 ; 
else { 
var30 = atoi ( * var3 ) ; 
if ( var30 >= number && var30 < var31 ) { 
var29 = var28 ; 
var13 = var1 ; 
} else 
++ var11 ; 
} 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
if ( ! * ++ var3 ) 
++ var11 ; 
else { 
var32 = ( ulg ) func3 ( * var3 ) ; 
var33 = var28 ; 
} 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
var34 = var28 ; 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
var12 = var28 ; 
} else if ( ! strncmp ( * var3 , str , number ) ) { 
var14 = var28 ; 
if ( ! var3 [ number ] || ! func4 ( var3 [ number ] ) ) 
var15 = number ; 
else { 
++ var3 ; 
var15 = func3 ( * var3 ) ; 
if ( var15 < number ) 
var15 = number ; 
else if ( var15 > number ) 
var15 = number ; 
} 
} else { 
if ( ** var3 != str ) { 
var22 = * var3 ; 
if ( var3 [ number ] ) 
++ var11 ; 
} else 
++ var11 ; 
} 
} 
if ( ! var22 ) 
++ var11 ; 
if ( var11 ) { 
fprintf ( var35 , str , var36 , var37 , var38 ) ; 
func5 ( ) ; 
fprintf ( var35 , str 
str 
str 
str 
str hostname : number str 
str gamma str 
str % . 1f str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str 
str , var36 , 
( int ) strlen ( var36 ) , str , var18 , var31 - number ) ; 
exit ( number ) ; 
} 
if ( ! ( var24 = fopen ( var22 , str ) ) ) { 
fprintf ( var35 , var36 str , var22 ) ; 
++ var11 ; 
} else { 
var42 = fread ( var43 , number , var44 , var24 ) ; 
if ( var42 < number || ! func6 ( var43 , number ) ) { 
fprintf ( var35 , var36 
str , 
var22 ) ; 
++ var11 ; 
} else if ( ( var8 = func7 ( & var23 ) ) != number ) { 
switch ( var8 ) { 
case number : 
fprintf ( var35 , var36 
str , var22 ) ; 
break ; 
case number : 
fprintf ( var35 , var36 str ) ; 
break ; 
var40 : 
fprintf ( var35 , var36 
str ) ; 
break ; 
} 
++ var11 ; 
} else { 
Trace ( ( var35 , str ) ) 
var27 = func8 ( var21 ) ; 
if ( ! var27 ) { 
func9 ( & var23 ) ; 
fprintf ( var35 , var36 str , 
var21 ? var21 : str ) ; 
++ var11 ; 
} 
} 
if ( var11 ) 
fclose ( var24 ) ; 
} 
if ( var11 ) { 
fprintf ( var35 , var36 str ) ; 
exit ( number ) ; 
} 
var9 = strlen ( var38 ) ; 
var10 = strlen ( var22 ) ; 
if ( var9 + var10 + number > number ) 
sprintf ( var45 , str , var38 , var22 + ( var9 + var10 + number - number ) ) ; 
else 
sprintf ( var45 , str , var38 , var22 ) ; 
if ( var13 ) { 
unsigned var25 , var39 , var46 ; 
sscanf ( var6 + number , str , & var25 , & var39 , & var46 ) ; 
var23 . var47 = ( uch ) var25 ; 
var23 . var48 = ( uch ) var39 ; 
var23 . var49 = ( uch ) var46 ; 
} else 
var23 . var50 = var28 ; 
var23 . var51 = var52 ; 
var23 . var53 = var54 ; 
var23 . var55 = var56 ; 
var23 . var57 = var58 ; 
for ( ; ; ) { 
Trace ( ( var35 , str ) ) 
if ( func10 ( & var23 , var43 , var42 ) ) 
++ var11 ; 
Trace ( ( var35 , str ) ) 
if ( var11 || var42 != var44 || var23 . var51 == var59 ) { 
if ( var23 . var51 == var59 ) { 
Trace ( ( var35 , str ) ) 
} else if ( ferror ( var24 ) ) { 
fprintf ( var35 , var36 
str ) ; 
exit ( number ) ; 
} else if ( feof ( var24 ) ) { 
fprintf ( var35 , var36 str 
str ) ; 
exit ( number ) ; 
} else { 
} 
break ; 
} 
if ( var12 ) 
func11 ( number ) ; 
var42 = fread ( var43 , number , var44 , var24 ) ; 
} 
fclose ( var24 ) ; 
Trace ( ( var35 , str ) ) 
func9 ( & var23 ) ; 
if ( var11 ) { 
fprintf ( var35 , var36 str ) ; 
exit ( number ) ; 
} 
if ( var14 && var29 ) { 
Trace ( ( var35 , str ) ) 
for ( ; ; ) { 
int var60 , var61 ; 
struct timeval var62 , var63 ; 
if ( func12 ( & var63 , var7 ) == number ) { 
var63 . var64 += var15 ; 
var61 = var1 ; 
} else 
var61 = var28 ; 
if ( func13 ( var27 , var65 | var66 , & var19 ) ) 
if ( func14 ( var19 , var20 ) ) 
break ; 
if ( ++ var30 >= var31 ) 
var30 = number ; 
func15 ( ) ; 
if ( var61 || func12 ( & var62 , var7 ) != number ) { 
for ( var60 = var15 ; var60 > number ; -- var60 ) { 
func11 ( number ) ; 
if ( func13 ( var27 , var65 | var66 , 
& var19 ) && func14 ( var19 , var20 ) ) 
break ; 
} 
} else { 
if ( var62 . var64 < var63 . var64 || 
( var62 . var64 == var63 . var64 && var62 . var67 < var63 . var67 ) ) 
{ 
int var41 = var1 ; 
long var68 = var63 . var64 - var62 . var64 ; 
long var69 ; 
while ( var68 -> number ) { 
int var70 = number ; 
for ( var60 = var68 ; var60 > number && ! var41 ; -- var60 ) { 
func11 ( number ) ; 
if ( func13 ( var27 , var65 | 
var66 , & var19 ) && func14 ( var19 , var20 ) ) 
var41 = var28 ; 
if ( ++ var70 > number ) 
break ; 
} 
if ( var41 ) 
break ; 
if ( func12 ( & var62 , var7 ) == number ) { 
if ( var62 . var64 >= var63 . var64 ) 
break ; 
var68 = var63 . var64 - var62 . var64 ; 
} else 
++ var68 ; 
} 
if ( var41 ) 
break ; 
if ( func12 ( & var62 , var7 ) == number ) { 
var69 = number * ( var63 . var64 - var62 . var64 ) + 
var63 . var67 - var62 . var67 ; 
if ( var69 > number ) 
func2 ( ( ulg ) var69 ) ; 
} 
} 
} 
func16 ( number , number , var23 . var71 , var23 . var72 ) ; 
} 
} else 
if ( var23 . var51 >= var73 ) { 
Trace ( ( var35 , str ) ) 
do { 
func17 ( var27 , & var19 ) ; 
if ( var19 . var74 == var75 ) { 
XExposeEvent * var76 = ( XExposeEvent * ) & var19 ; 
func16 ( var76 -> var77 , var76 -> var78 , var76 -> var71 , var76 -> var72 ) ; 
} 
} while ( ! func14 ( var19 , var20 ) ) ; 
} else { 
fprintf ( var35 , var36 str 
str ) ; 
exit ( number ) ; 
} 
Trace ( ( var35 , str ) ) 
func18 ( ) ; 
return number ; 
} 
",0
"func1 ( png_structp var1 , png_infop var2 ) 
{ 
transform_info_imp ( voidcast ( transform_display * , png_get_progressive_ptr ( var1 ) ) , 
var1 , var2 ) ; 
} 
",0
"func1 ( unsigned int var1 ) 
{ 
return number * linear_from_sRGB ( var1 / 255 . ) ; 
} 
png_uint_16 
func2 ( unsigned int var1 ) 
{ 
unsigned int var2 = nearbyint ( func1 ( var1 ) ) ; 
if ( var2 > number ) 
{ 
fprintf ( var3 , str , var1 , var2 ) ; 
exit ( number ) ; 
} 
return ( png_uint_16 ) var2 ; 
} 
",0
"static double func1 ( PNG_CONST png_modifier * var1 , int var2 , int var3 ) 
{ 
if ( var1 -> var4 || 
( var1 -> var5 ? var2 : var3 ) == number ) 
return var1 -> var6 * number ; 
else 
return var1 -> var7 * number ; 
} 
",0
"func1 ( FILE * var1 , int var2 , const char ** var3 , png_uint_32p var4 
display * var5 , int var6 ) 
{ 
int var7 , var8 , var9 ; 
png_uint_32 var10 ; 
var5 -> var11 = var12 ; 
var5 -> var13 = number ; 
var5 -> var14 = number ; 
var5 -> var15 = func2 ( var16 , var5 , var17 , 
var18 ) ; 
if ( var5 -> var15 == var19 ) 
{ 
fprintf ( var20 , str , var5 -> var21 , 
var5 -> var22 ) ; 
exit ( number ) ; 
} 
var5 -> var23 = func3 ( var5 -> var15 ) ; 
var5 -> var24 = func3 ( var5 -> var15 ) ; 
if ( var5 -> var23 == var19 || var5 -> var24 == var19 ) 
{ 
fprintf ( var20 , str , var5 -> var21 , 
var5 -> var22 ) ; 
func4 ( var5 ) ; 
exit ( number ) ; 
} 
func5 ( var5 -> var15 , var1 ) ; 
if ( var6 ) 
func6 ( var5 -> var15 , var5 , var25 ) ; 
UNUSED ( var6 ) 
for ( var7 = number ; var7 < var2 ; ++ var7 ) 
{ 
const char * var26 = strchr ( var3 [ var7 ] , str ) ; 
if ( var26 != var19 ) 
{ 
int var27 , var28 ; 
if ( strcmp ( var26 + number , str ) == number ) 
var28 = var12 ; 
else if ( strcmp ( var26 + number , str ) == number ) 
var28 = var30 ; 
else if ( strcmp ( var26 + number , str ) == number ) 
var28 = var31 ; 
else if ( strcmp ( var26 + number , str ) == number ) 
var28 = var32 ; 
else 
{ 
fprintf ( var20 , str , var5 -> var21 , 
var5 -> var22 , var3 [ var7 ] ) ; 
func7 ( var5 ) ; 
} 
switch ( var26 - var3 [ var7 ] ) 
{ 
case 4 : 
var27 = func8 ( var3 [ var7 ] ) ; 
if ( var27 >= number ) 
{ 
png_byte var33 [ number ] ; 
memcpy ( var33 , var34 [ var27 ] . var33 , number ) ; 
func9 ( var5 -> var15 , var28 , var33 , number ) ; 
var34 [ var27 ] . var11 = var28 ; 
continue ; 
} 
break ; 
case number : 
if ( memcmp ( var3 [ var7 ] , str , number ) == number ) 
{ 
func9 ( var5 -> var15 , var28 , var19 , number ) ; 
var5 -> var11 = var28 ; 
continue ; 
} 
break ; 
case number : 
if ( memcmp ( var3 [ var7 ] , str , number ) == number ) 
{ 
func9 ( var5 -> var15 , var28 , var19 , - number ) ; 
var5 -> var11 = var28 ; 
for ( var27 = number ; var27 < var36 ; ++ var27 ) 
if ( var34 [ var27 ] . var35 ) 
var34 [ var27 ] . var11 = var28 ; 
continue ; 
} 
break ; 
var29 : 
break ; 
} 
} 
fprintf ( var20 , str , var5 -> var21 , 
var5 -> var22 , var3 [ var7 ] ) ; 
func7 ( var5 ) ; 
} 
func10 ( var5 -> var15 , var5 -> var23 ) ; 
switch ( func11 ( var5 -> var15 , var5 -> var23 ) ) 
{ 
case var37 : 
var8 = number ; 
break ; 
case var38 : 
var8 = var39 ; 
break ; 
var29 : 
fprintf ( var20 , str , var5 -> var21 , var5 -> var22 ) ; 
func4 ( var5 ) ; 
exit ( number ) ; 
} 
if ( var34 [ number . var11 == var12 ) 
{ 
func12 ( var5 -> var15 ) ; 
var10 = func13 ( var5 -> var15 , var5 -> var23 ) ; 
if ( var8 > number ) 
{ 
png_uint_32 var40 = func14 ( var5 -> var15 , var5 -> var23 ) ; 
for ( var9 = number ; var9 < var8 ; ++ var9 ) 
{ 
png_uint_32 var41 = func15 ( var40 , var9 ) ; 
if ( var41 > number ) 
{ 
png_uint_32 var42 ; 
for ( var42 = number ; var42 < var10 ; ++ var42 ) if ( func16 ( var42 , var9 ) ) 
func17 ( var5 -> var15 , var19 , var19 ) ; 
} 
} 
} 
else 
{ 
png_uint_32 var42 ; 
for ( var42 = number ; var42 < var10 ; ++ var42 ) 
func17 ( var5 -> var15 , var19 , var19 ) ; 
} 
} 
func18 ( var5 -> var15 , var5 -> var24 ) ; 
var4 [ number ] = func19 ( var5 , var5 -> var23 ) ; 
var4 [ number ] = func20 ( var5 , var5 -> var23 , number ; 
var4 [ var34 [ number . var11 != var12 ] |= 
var43 ; 
var4 [ number ] = func19 ( var5 , var5 -> var24 ) ; 
var4 [ number ] = func20 ( var5 , var5 -> var24 , number ; 
func4 ( var5 ) ; 
return var5 -> var11 ; 
} 
",0
"func1 ( png_structp var1 , png_const_charp var2 ) 
{ 
png_const_structp var3 = var1 ; 
png_store * var4 = voidcast ( png_store * , png_get_error_ptr ( var3 ) ) ; 
if ( ! var4 -> var5 ) 
func2 ( var4 , var3 , var2 , number ; 
{ 
struct var6 * var7 = & var4 -> var6 ; 
Throw var4 ; 
} 
} 
",0
"func1 ( struct display * var1 ) 
{ 
if ( var1 -> var2 != var3 ) 
func2 ( & var1 -> var2 , & var1 -> var4 , var3 ) ; 
} 
",0
